url,label
https://www.xvideos.com,0
https://www.microsoftonline.com,0
https://www.exdynsrv.com,0
https://www.amazonaws.com,0
https://www.exosrv.com,0
https://www.twimg.com,0
https://www.deloton.com,0
https://www.cloudfront.net,0
https://www.tianya.cn,0
https://www.china.com.cn,0
https://www.gearbest.com,0
https://www.gfycat.com,0
https://www.bp.blogspot.com,0
https://www.mmoframes.com,0
https://www.h8vzwpv.com,0
https://www.iwanttodeliver.com,0
https://www.people.com.cn,0
https://www.higheurest.com,0
https://www.bestadbid.com,0
https://www.banvenez.com,0
https://www.perfecttoolmedia.com,0
https://www.upornia.com,0
https://www.ci123.com,0
https://www.v3rjvtt.com,0
https://www.lie2anyone.com,0
https://www.userapi.com,0
https://www.doublepimp.com,0
https://www.kissanime.ru,0
https://www.wittyfeed.com,0
https://www.nextlnk1.com,0
https://www.ytimg.com,0
https://www.naver.jp,0
https://www.17ok.com,0
https://www.gdax.com,0
https://www.shiltirs.com,0
https://www.bldaily.com,0
https://www.reundcwkqvctq.com,0
https://www.alicdn.com,0
https://www.ajkzd9h.com,0
https://www.bles.com,0
https://www.patria.org.ve,0
https://www.adhoc2.net,0
https://www.xx1.me,0
https://www.nextlnk2.com,0
https://www.list-manage.com,0
https://www.intactoffers.club,0
https://www.shaparak.ir,0
https://www.mysearch.com,0
https://www.yandex.ua,0
https://www.kissasian.ch,0
https://www.bitmedianetwork.com,0
https://www.rarbg.is,0
https://www.fwbntw.com,0
https://www.torrentz2.eu,0
https://www.readms.net,0
https://www.ask.fm,0
https://www.ssl-images-amazon.com,0
https://www.4pda.ru,0
https://www.blueseek.com,0
https://www.yy08037.com,0
https://www.calcch.com,0
https://www.cinecalidad.to,0
https://www.prpops.com,0
https://www.worldoftanks.ru,0
https://www.lolsided.com,0
https://www.39.net,0
https://www.jiameng.com,0
https://www.xtube.com,0
https://www.yy08047.com,0
https://www.hicpm5.com,0
https://www.searchtuner.com,0
https://www.bitconnect.co,0
https://www.reimageplus.com,0
https://www.cdninstagram.com,0
https://www.dmv.org,0
https://www.royalbank.com,0
https://www.libgen.io,0
https://www.viralcpm.com,0
https://www.speed-open2.com,0
